247	247	NULL	NULL	NULL				
249	249	NULL	NULL	NULL				
251	251	NULL	NULL	NULL				
252	252	NULL	NULL	NULL				
254	254	NULL	NULL	NULL				
255	255	NULL	NULL	NULL				
256	256	NULL	NULL	NULL				
257	257	NULL	NULL	NULL				
258	258	NULL	NULL	NULL				
260	260	NULL	NULL	NULL				
261	261	NULL	NULL	NULL				
263	263	NULL	NULL	NULL				
264	264	NULL	NULL	NULL				
265	265	NULL	NULL	NULL				
266	266	NULL	NULL	NULL				
268	268	NULL	NULL	NULL				
270	270	NULL	NULL	NULL				
271	271	NULL	NULL	NULL				
272	272	NULL	NULL	NULL				
275	275	NULL	NULL	NULL				
277	277	NULL	NULL	NULL				
278	278	NULL	NULL	NULL				
279	279	NULL	NULL	NULL				
281	281	NULL	NULL	NULL				
282	282	NULL	NULL	NULL				49103
284	284	NULL	NULL	NULL				
288	288	NULL	NULL	NULL				
290	290	NULL	NULL	NULL				
292	292	NULL	NULL	NULL				
298	298	NULL	NULL	NULL				49831
300	300	NULL	NULL	NULL				
302	302	NULL	NULL	NULL				
304	304	NULL	NULL	NULL				
306	306	NULL	NULL	NULL				
307	307	NULL	NULL	NULL				
308	308	NULL	NULL	NULL				
309	309	NULL	NULL	NULL				30805
310	310	NULL	NULL	NULL				
312	312	NULL	NULL	NULL				
313	313	NULL	NULL	NULL				
314	314	NULL	NULL	NULL				
317	317	NULL	NULL	NULL				
318	318	NULL	NULL	NULL				
319	319	NULL	NULL	NULL				
320	320	NULL	NULL	NULL				
321	321	NULL	NULL	NULL				
322	322	NULL	NULL	NULL				
323	323	NULL	NULL	NULL				
324	324	NULL	NULL	NULL				
326	326	NULL	NULL	NULL				
327	327	NULL	NULL	NULL				
328	328	NULL	NULL	NULL				
330	330	NULL	NULL	NULL				
333	333	NULL	NULL	NULL				
334	334	NULL	NULL	NULL				
335	335	NULL	NULL	NULL				
337	337	NULL	NULL	NULL				
339	339	NULL	NULL	NULL				
341	341	NULL	NULL	NULL				
343	343	NULL	NULL	NULL				
344	344	NULL	NULL	NULL				
347	347	NULL	NULL	NULL				
348	348	NULL	NULL	NULL				
349	349	NULL	NULL	NULL				
350	350	NULL	NULL	NULL				
351	351	NULL	NULL	NULL				
352	352	NULL	NULL	NULL				
353	353	NULL	NULL	NULL				
354	354	NULL	NULL	NULL				
355	355	NULL	NULL	NULL				
358	358	NULL	NULL	NULL				
359	359	NULL	NULL	NULL				
360	360	NULL	NULL	NULL				
361	361	NULL	NULL	NULL				
362	362	NULL	NULL	NULL				
364	364	NULL	NULL	NULL				
367	367	NULL	NULL	NULL				
369	369	NULL	NULL	NULL				
370	370	NULL	NULL	NULL				
371	371	NULL	NULL	NULL				
372	372	NULL	NULL	NULL				
373	373	NULL	NULL	NULL				
374	374	NULL	NULL	NULL				
377	377	NULL	NULL	NULL				
379	379	NULL	NULL	NULL				
380	380	NULL	NULL	NULL				49979
382	382	NULL	NULL	NULL				49073
384	384	NULL	NULL	NULL				
387	387	NULL	NULL	NULL				
388	388	NULL	NULL	NULL				
391	391	NULL	NULL	NULL				
392	392	NULL	NULL	NULL				
394	394	NULL	NULL	NULL				
395	395	NULL	NULL	NULL				30091
396	396	NULL	NULL	NULL				
397	397	NULL	NULL	NULL				
398	398	NULL	NULL	NULL				
400	400	NULL	NULL	NULL				
401	401	NULL	NULL	NULL				
402	402	NULL	NULL	NULL				
403	403	NULL	NULL	NULL				49155
404	404	NULL	NULL	NULL				
405	405	NULL	NULL	NULL				
406	406	NULL	NULL	NULL				
409	409	NULL	NULL	NULL				
410	410	NULL	NULL	NULL				
411	411	NULL	NULL	NULL				
412	412	NULL	NULL	NULL				
413	413	NULL	NULL	NULL				
414	414	NULL	NULL	NULL				
415	415	NULL	NULL	NULL				
416	416	NULL	NULL	NULL				
417	417	NULL	NULL	NULL				
418	418	NULL	NULL	NULL				
419	419	NULL	NULL	NULL				
420	420	NULL	NULL	NULL				
421	421	NULL	NULL	NULL				
422	422	NULL	NULL	NULL				
423	423	NULL	NULL	NULL				
424	424	NULL	NULL	NULL				
425	425	NULL	NULL	NULL				
426	426	NULL	NULL	NULL				
427	427	NULL	NULL	NULL				
428	428	NULL	NULL	NULL				
430	430	NULL	NULL	NULL				
431	431	NULL	NULL	NULL				
432	432	NULL	NULL	NULL				
434	434	NULL	NULL	NULL				
436	436	NULL	NULL	NULL				
437	437	NULL	NULL	NULL				
438	438	NULL	NULL	NULL				
440	440	NULL	NULL	NULL				
441	441	NULL	NULL	NULL				29795
442	442	NULL	NULL	NULL				
443	443	NULL	NULL	NULL				
444	444	NULL	NULL	NULL				
445	445	NULL	NULL	NULL				
446	446	NULL	NULL	NULL				
447	447	NULL	NULL	NULL				
448	448	NULL	NULL	NULL				
453	453	NULL	NULL	NULL				
455	455	NULL	NULL	NULL				
460	460	NULL	NULL	NULL				
462	462	NULL	NULL	NULL				
467	467	NULL	NULL	NULL				
468	468	NULL	NULL	NULL				
469	469	NULL	NULL	NULL				
470	470	NULL	NULL	NULL				
471	471	NULL	NULL	NULL				
472	472	NULL	NULL	NULL				
474	474	NULL	NULL	NULL				
475	475	NULL	NULL	NULL				
481	481	NULL	NULL	NULL				
483	483	NULL	NULL	NULL				
486	486	NULL	NULL	NULL				
488	488	NULL	NULL	NULL				
491	491	NULL	NULL	NULL				
492	492	NULL	NULL	NULL				1
493	493	NULL	NULL	NULL				
494	494	NULL	NULL	NULL				
495	495	NULL	NULL	NULL				
496	496	NULL	NULL	NULL				
497	497	NULL	NULL	NULL				
500	500	NULL	NULL	NULL				
502	502	NULL	NULL	NULL				
503	503	NULL	NULL	NULL				
504	504	NULL	NULL	NULL				
505	505	NULL	NULL	NULL				
506	506	NULL	NULL	NULL				49867
510	510	NULL	NULL	NULL				
511	511	NULL	NULL	NULL				
512	512	NULL	NULL	NULL				
513	513	NULL	NULL	NULL				
514	514	NULL	NULL	NULL				
515	515	NULL	NULL	NULL				
517	517	NULL	NULL	NULL				
520	520	NULL	NULL	NULL				
521	521	NULL	NULL	NULL				
522	522	NULL	NULL	NULL				
523	523	NULL	NULL	NULL				
524	524	NULL	NULL	NULL				
525	525	NULL	NULL	NULL				
526	526	NULL	NULL	NULL				
527	527	NULL	NULL	NULL				
529	529	NULL	NULL	NULL				
530	530	NULL	NULL	NULL				
532	532	NULL	NULL	NULL				
533	533	NULL	NULL	NULL				
534	534	NULL	NULL	NULL				
535	535	NULL	NULL	NULL				
537	537	NULL	NULL	NULL				
541	541	NULL	NULL	NULL				
542	542	NULL	NULL	NULL				
543	543	NULL	NULL	NULL				
544	544	NULL	NULL	NULL				
545	545	NULL	NULL	NULL				
546	546	NULL	NULL	NULL				
547	547	NULL	NULL	NULL				
548	548	NULL	NULL	NULL				
549	549	NULL	NULL	NULL				
550	550	NULL	NULL	NULL				
551	551	NULL	NULL	NULL				49072
552	552	NULL	NULL	NULL				
553	553	NULL	NULL	NULL				49098
554	554	NULL	NULL	NULL				
555	555	NULL	NULL	NULL				
558	558	NULL	NULL	NULL				
559	559	NULL	NULL	NULL				
561	561	NULL	NULL	NULL				
562	562	NULL	NULL	NULL				
563	563	NULL	NULL	NULL				29850
564	564	NULL	NULL	NULL				
565	565	NULL	NULL	NULL				
566	566	NULL	NULL	NULL				
567	567	NULL	NULL	NULL				
568	568	NULL	NULL	NULL				
569	569	NULL	NULL	NULL				
570	570	NULL	NULL	NULL				
571	571	NULL	NULL	NULL				
572	572	NULL	NULL	NULL				
573	573	NULL	NULL	NULL				
574	574	NULL	NULL	NULL				
575	575	NULL	NULL	NULL				
576	576	NULL	NULL	NULL				
577	577	NULL	NULL	NULL				
578	578	NULL	NULL	NULL				
579	579	NULL	NULL	NULL				
580	580	NULL	NULL	NULL				
581	581	NULL	NULL	NULL				
582	582	NULL	NULL	NULL				
583	583	NULL	NULL	NULL				
584	584	NULL	NULL	NULL				
585	585	NULL	NULL	NULL				
586	586	NULL	NULL	NULL				
587	587	NULL	NULL	NULL				
588	588	NULL	NULL	NULL				
589	589	NULL	NULL	NULL				
590	590	NULL	NULL	NULL				
591	591	NULL	NULL	NULL				
592	592	NULL	NULL	NULL				
593	593	NULL	NULL	NULL				
594	594	NULL	NULL	NULL				
595	595	NULL	NULL	NULL				
596	596	NULL	NULL	NULL				
599	599	NULL	NULL	NULL				
600	600	NULL	NULL	NULL				50322
602	602	NULL	NULL	NULL				
607	607	NULL	NULL	NULL				
611	611	NULL	NULL	NULL				
615	615	NULL	NULL	NULL				C 143844
617	617	NULL	NULL	NULL				
618	618	NULL	NULL	NULL				
619	619	NULL	NULL	NULL				
623	623	NULL	NULL	NULL				
624	624	NULL	NULL	NULL				
625	625	NULL	NULL	NULL				
626	626	NULL	NULL	NULL				
628	628	NULL	NULL	NULL				
630	630	NULL	NULL	NULL				
631	631	NULL	NULL	NULL				29760
633	633	NULL	NULL	NULL				
637	637	NULL	NULL	NULL				
639	639	NULL	NULL	NULL				
640	640	NULL	NULL	NULL				
641	641	NULL	NULL	NULL				
643	643	NULL	NULL	NULL				
645	645	NULL	NULL	NULL				
647	647	NULL	NULL	NULL				
648	648	NULL	NULL	NULL				
649	649	NULL	NULL	NULL				
650	650	NULL	NULL	NULL				
652	652	NULL	NULL	NULL				
656	656	NULL	NULL	NULL				
657	657	NULL	NULL	NULL				
658	658	NULL	NULL	NULL				
659	659	NULL	NULL	NULL				
660	660	NULL	NULL	NULL				
661	661	NULL	NULL	NULL				
663	663	NULL	NULL	NULL				
664	664	NULL	NULL	NULL				
665	665	NULL	NULL	NULL				
666	666	NULL	NULL	NULL				
667	667	NULL	NULL	NULL				
668	668	NULL	NULL	NULL				
669	669	NULL	NULL	NULL				
670	670	NULL	NULL	NULL				
672	672	NULL	NULL	NULL				
673	673	NULL	NULL	NULL				
675	675	NULL	NULL	NULL				
677	677	NULL	NULL	NULL				
679	679	NULL	NULL	NULL				
681	681	NULL	NULL	NULL				
682	682	NULL	NULL	NULL				
683	683	NULL	NULL	NULL				
685	685	NULL	NULL	NULL				
686	686	NULL	NULL	NULL				
687	687	NULL	NULL	NULL				
688	688	NULL	NULL	NULL				
689	689	NULL	NULL	NULL				
691	691	NULL	NULL	NULL				
692	692	NULL	NULL	NULL				
693	693	NULL	NULL	NULL				
694	694	NULL	NULL	NULL				
695	695	NULL	NULL	NULL				
696	696	NULL	NULL	NULL				
697	697	NULL	NULL	NULL				
698	698	NULL	NULL	NULL				
699	699	NULL	NULL	NULL				
700	700	NULL	NULL	NULL				
701	701	NULL	NULL	NULL				
702	702	NULL	NULL	NULL				
703	703	NULL	NULL	NULL				
704	704	NULL	NULL	NULL				
706	706	NULL	NULL	NULL				
707	707	NULL	NULL	NULL				
708	708	NULL	NULL	NULL				
709	709	NULL	NULL	NULL				
710	710	NULL	NULL	NULL				
711	711	NULL	NULL	NULL				
712	712	NULL	NULL	NULL				
713	713	NULL	NULL	NULL				
714	714	NULL	NULL	NULL				
715	715	NULL	NULL	NULL				
716	716	NULL	NULL	NULL				
717	717	NULL	NULL	NULL				
718	718	NULL	NULL	NULL				
719	719	NULL	NULL	NULL				
720	720	NULL	NULL	NULL				
721	721	NULL	NULL	NULL				
722	722	NULL	NULL	NULL				
723	723	NULL	NULL	NULL				
724	724	NULL	NULL	NULL				
727	727	NULL	NULL	NULL				
728	728	NULL	NULL	NULL				
729	729	NULL	NULL	NULL				
730	730	NULL	NULL	NULL				
731	731	NULL	NULL	NULL				
732	732	NULL	NULL	NULL				
733	733	NULL	NULL	NULL				
734	734	NULL	NULL	NULL				
735	735	NULL	NULL	NULL				
736	736	NULL	NULL	NULL				
737	737	NULL	NULL	NULL				
738	738	NULL	NULL	NULL				
739	739	NULL	NULL	NULL				
740	740	NULL	NULL	NULL				
741	741	NULL	NULL	NULL				
742	742	NULL	NULL	NULL				
743	743	NULL	NULL	NULL				
744	744	NULL	NULL	NULL				
745	745	NULL	NULL	NULL				
746	746	NULL	NULL	NULL				
747	747	NULL	NULL	NULL				
748	748	NULL	NULL	NULL				
749	749	NULL	NULL	NULL				50222
750	750	NULL	NULL	NULL				
752	752	NULL	NULL	NULL				
754	754	NULL	NULL	NULL				
755	755	NULL	NULL	NULL				
756	756	NULL	NULL	NULL				
758	758	NULL	NULL	NULL				
759	759	NULL	NULL	NULL				
760	760	NULL	NULL	NULL				
764	764	NULL	NULL	NULL				
765	765	NULL	NULL	NULL				
766	766	NULL	NULL	NULL				
768	768	NULL	NULL	NULL				
769	769	NULL	NULL	NULL				
770	770	NULL	NULL	NULL				
771	771	NULL	NULL	NULL				
772	772	NULL	NULL	NULL				
773	773	NULL	NULL	NULL				
775	775	NULL	NULL	NULL				
776	776	NULL	NULL	NULL				
777	777	NULL	NULL	NULL				
778	778	NULL	NULL	NULL				
779	779	NULL	NULL	NULL				
780	780	NULL	NULL	NULL				
783	783	NULL	NULL	NULL				
784	784	NULL	NULL	NULL				
785	785	NULL	NULL	NULL				
786	786	NULL	NULL	NULL				
787	787	NULL	NULL	NULL				
788	788	NULL	NULL	NULL				
789	789	NULL	NULL	NULL				
790	790	NULL	NULL	NULL				
791	791	NULL	NULL	NULL				
792	792	NULL	NULL	NULL				
793	793	NULL	NULL	NULL				
794	794	NULL	NULL	NULL				
795	795	NULL	NULL	NULL				
796	796	NULL	NULL	NULL				
797	797	NULL	NULL	NULL				
798	798	NULL	NULL	NULL				
799	799	NULL	NULL	NULL				
800	800	NULL	NULL	NULL				
801	801	NULL	NULL	NULL				
802	802	NULL	NULL	NULL				
803	803	NULL	NULL	NULL				
804	804	NULL	NULL	NULL				
805	805	NULL	NULL	NULL				
807	807	NULL	NULL	NULL				
808	808	NULL	NULL	NULL				
809	809	NULL	NULL	NULL				
810	810	NULL	NULL	NULL				
811	811	NULL	NULL	NULL				
812	812	NULL	NULL	NULL				
813	813	NULL	NULL	NULL				
814	814	NULL	NULL	NULL				
815	815	NULL	NULL	NULL				
816	816	NULL	NULL	NULL				
817	817	NULL	NULL	NULL				
818	818	NULL	NULL	NULL				
819	819	NULL	NULL	NULL				
820	820	NULL	NULL	NULL				
821	821	NULL	NULL	NULL				
822	822	NULL	NULL	NULL				
823	823	NULL	NULL	NULL				
824	824	NULL	NULL	NULL				
825	825	NULL	NULL	NULL				
826	826	NULL	NULL	NULL				
827	827	NULL	NULL	NULL				
828	828	NULL	NULL	NULL				
829	829	NULL	NULL	NULL				
830	830	NULL	NULL	NULL				
831	831	NULL	NULL	NULL				
832	832	NULL	NULL	NULL				
833	833	NULL	NULL	NULL				
834	834	NULL	NULL	NULL				
835	835	NULL	NULL	NULL				
836	836	NULL	NULL	NULL				
837	837	NULL	NULL	NULL				
838	838	NULL	NULL	NULL				
839	839	NULL	NULL	NULL				
840	840	NULL	NULL	NULL				
841	841	NULL	NULL	NULL				
842	842	NULL	NULL	NULL				
843	843	NULL	NULL	NULL				
844	844	NULL	NULL	NULL				
845	845	NULL	NULL	NULL				
846	846	NULL	NULL	NULL				
847	847	NULL	NULL	NULL				
849	849	NULL	NULL	NULL				
850	850	NULL	NULL	NULL				
851	851	NULL	NULL	NULL				
852	852	NULL	NULL	NULL				
853	853	NULL	NULL	NULL				
854	854	NULL	NULL	NULL				
855	855	NULL	NULL	NULL				
860	860	NULL	NULL	NULL				
862	862	NULL	NULL	NULL				
864	864	NULL	NULL	NULL				141931
865	865	NULL	NULL	NULL				
871	871	NULL	NULL	NULL				
872	872	NULL	NULL	NULL				
877	877	NULL	NULL	NULL				
878	878	NULL	NULL	NULL				
879	879	NULL	NULL	NULL				
880	880	NULL	NULL	NULL				
881	881	NULL	NULL	NULL				
882	882	NULL	NULL	NULL				
883	883	NULL	NULL	NULL				
884	884	NULL	NULL	NULL				
885	885	NULL	NULL	NULL				
886	886	NULL	NULL	NULL				31131
887	887	NULL	NULL	NULL				
888	888	NULL	NULL	NULL				
889	889	NULL	NULL	NULL				
892	892	NULL	NULL	NULL				
894	894	NULL	NULL	NULL				
896	896	NULL	NULL	NULL				
898	898	NULL	NULL	NULL				
899	899	NULL	NULL	NULL				
900	900	NULL	NULL	NULL				
902	902	NULL	NULL	NULL				
905	905	NULL	NULL	NULL				
906	906	NULL	NULL	NULL				
908	908	NULL	NULL	NULL				
910	910	NULL	NULL	NULL				
911	911	NULL	NULL	NULL				
912	912	NULL	NULL	NULL				
914	914	NULL	NULL	NULL				50220
915	915	NULL	NULL	NULL				
917	917	NULL	NULL	NULL				
918	918	NULL	NULL	NULL				
920	920	NULL	NULL	NULL				29974
921	921	NULL	NULL	NULL				
922	922	NULL	NULL	NULL				
923	923	NULL	NULL	NULL				
924	924	NULL	NULL	NULL				
925	925	NULL	NULL	NULL				
927	927	NULL	NULL	NULL				
928	928	NULL	NULL	NULL				
929	929	NULL	NULL	NULL				
930	930	NULL	NULL	NULL				
931	931	NULL	NULL	NULL				
932	932	NULL	NULL	NULL				
933	933	NULL	NULL	NULL				
934	934	NULL	NULL	NULL				
935	935	NULL	NULL	NULL				
936	936	NULL	NULL	NULL				49247
937	937	NULL	NULL	NULL				
938	938	NULL	NULL	NULL				
940	940	NULL	NULL	NULL				contribuyente 170244
941	941	NULL	NULL	NULL				
942	942	NULL	NULL	NULL				
945	945	NULL	NULL	NULL				29892
946	946	NULL	NULL	NULL				
950	950	NULL	NULL	NULL				
951	951	NULL	NULL	NULL				
952	952	NULL	NULL	NULL				
953	953	NULL	NULL	NULL				
955	955	NULL	NULL	NULL				
964	964	NULL	NULL	NULL				
965	965	NULL	NULL	NULL				49435
966	966	NULL	NULL	NULL				
969	969	NULL	NULL	NULL				
970	970	NULL	NULL	NULL				
971	971	NULL	NULL	NULL				
974	974	NULL	NULL	NULL				29910
976	976	NULL	NULL	NULL				
977	977	NULL	NULL	NULL				
978	978	NULL	NULL	NULL				
979	979	NULL	NULL	NULL				50292
982	982	NULL	NULL	NULL				143469
983	983	NULL	NULL	NULL				
984	984	NULL	NULL	NULL				
985	985	NULL	NULL	NULL				31028
987	987	NULL	NULL	NULL				
988	988	NULL	NULL	NULL				
989	989	NULL	NULL	NULL				
990	990	NULL	NULL	NULL				
992	992	NULL	NULL	NULL				
993	993	NULL	NULL	NULL				
994	994	NULL	NULL	NULL				
995	995	NULL	NULL	NULL				
996	996	NULL	NULL	NULL				
1000	1000	NULL	NULL	NULL				
1002	1002	NULL	NULL	NULL				
1003	1003	NULL	NULL	NULL				
1004	1004	NULL	NULL	NULL				
1007	1007	NULL	NULL	NULL				
1008	1008	NULL	NULL	NULL				
1009	1009	NULL	NULL	NULL				
1010	1010	NULL	NULL	NULL				
1013	1013	NULL	NULL	NULL				
1015	1015	NULL	NULL	NULL				
1016	1016	NULL	NULL	NULL				
1017	1017	NULL	NULL	NULL				
1018	1018	NULL	NULL	NULL				
1019	1019	NULL	NULL	NULL				
1020	1020	NULL	NULL	NULL				
1021	1021	NULL	NULL	NULL				
1022	1022	NULL	NULL	NULL				
1023	1023	NULL	NULL	NULL				
1024	1024	NULL	NULL	NULL				
1027	1027	NULL	NULL	NULL				
1028	1028	NULL	NULL	NULL				
1033	1033	NULL	NULL	NULL				
1034	1034	NULL	NULL	NULL				
1036	1036	NULL	NULL	NULL				
1037	1037	NULL	NULL	NULL				29931
1039	1039	NULL	NULL	NULL				
1040	1040	NULL	NULL	NULL				
1042	1042	NULL	NULL	NULL				
1043	1043	NULL	NULL	NULL				
1044	1044	NULL	NULL	NULL				
1045	1045	NULL	NULL	NULL				
1046	1046	NULL	NULL	NULL				
1047	1047	NULL	NULL	NULL				
1049	1049	NULL	NULL	NULL				
1050	1050	NULL	NULL	NULL				152158
1051	1051	NULL	NULL	NULL				
1052	1052	NULL	NULL	NULL				
1053	1053	NULL	NULL	NULL				
1054	1054	NULL	NULL	NULL				
1055	1055	NULL	NULL	NULL				
1056	1056	NULL	NULL	NULL				
1057	1057	NULL	NULL	NULL				
1058	1058	NULL	NULL	NULL				
1059	1059	NULL	NULL	NULL				
1061	1061	NULL	NULL	NULL				
1062	1062	NULL	NULL	NULL				
1063	1063	NULL	NULL	NULL				
1064	1064	NULL	NULL	NULL				
1065	1065	NULL	NULL	NULL				
1067	1067	NULL	NULL	NULL				
1068	1068	NULL	NULL	NULL				
1069	1069	NULL	NULL	NULL				
1070	1070	NULL	NULL	NULL				
1071	1071	NULL	NULL	NULL				
1072	1072	NULL	NULL	NULL				110730
1074	1074	NULL	NULL	NULL				
1075	1075	NULL	NULL	NULL				
1076	1076	NULL	NULL	NULL				
1077	1077	NULL	NULL	NULL				
1078	1078	NULL	NULL	NULL				
1079	1079	NULL	NULL	NULL				
1080	1080	NULL	NULL	NULL				
1081	1081	NULL	NULL	NULL				
1082	1082	NULL	NULL	NULL				
1083	1083	NULL	NULL	NULL				
1084	1084	NULL	NULL	NULL				
1085	1085	NULL	NULL	NULL				
1086	1086	NULL	NULL	NULL				
1087	1087	NULL	NULL	NULL				
1088	1088	NULL	NULL	NULL				
1089	1089	NULL	NULL	NULL				
1090	1090	NULL	NULL	NULL				
1091	1091	NULL	NULL	NULL				
1092	1092	NULL	NULL	NULL				
1093	1093	NULL	NULL	NULL				
1094	1094	NULL	NULL	NULL				
1095	1095	NULL	NULL	NULL				
1096	1096	NULL	NULL	NULL				
1097	1097	NULL	NULL	NULL				
1098	1098	NULL	NULL	NULL				
1099	1099	NULL	NULL	NULL				
1100	1100	NULL	NULL	NULL				
1101	1101	NULL	NULL	NULL				
1102	1102	NULL	NULL	NULL				
1103	1103	NULL	NULL	NULL				
1104	1104	NULL	NULL	NULL				
1105	1105	NULL	NULL	NULL				
1106	1106	NULL	NULL	NULL				
1107	1107	NULL	NULL	NULL				
1108	1108	NULL	NULL	NULL				
1109	1109	NULL	NULL	NULL				
1110	1110	NULL	NULL	NULL				
1111	1111	NULL	NULL	NULL				
1112	1112	NULL	NULL	NULL				
1113	1113	NULL	NULL	NULL				
1114	1114	NULL	NULL	NULL				
1115	1115	NULL	NULL	NULL				
1116	1116	NULL	NULL	NULL				
1117	1117	NULL	NULL	NULL				
1118	1118	NULL	NULL	NULL				
1119	1119	NULL	NULL	NULL				
1120	1120	NULL	NULL	NULL				
1121	1121	NULL	NULL	NULL				
1122	1122	NULL	NULL	NULL				
1123	1123	NULL	NULL	NULL				
1124	1124	NULL	NULL	NULL				
1125	1125	NULL	NULL	NULL				
1126	1126	NULL	NULL	NULL				
1127	1127	NULL	NULL	NULL				
1128	1128	NULL	NULL	NULL				
1129	1129	NULL	NULL	NULL				
1130	1130	NULL	NULL	NULL				
1131	1131	NULL	NULL	NULL				
1133	1133	NULL	NULL	NULL				
1134	1134	NULL	NULL	NULL				
1136	1136	NULL	NULL	NULL				
1138	1138	NULL	NULL	NULL				
1139	1139	NULL	NULL	NULL				
